,Status,Sentence
142,sad,"অবশেষে বেরিয়ে আসছে থলের বিড়াল, গত তেইশে মার্চ অনুষ্ঠিত টুয়েন্টি বিশ্বকাপের গ্রুপ পর্বের খেলায় ভারত বনাম বাংলাদেশের মধ্যকার ম্যাচ এখনো দর্শক সমার্থকদের মাঝে জল্পনা কল্পনার শেষ নেই।নাটকীয় শোচনীয় পরাজয় কিছুতেই মেনে পারছেন ক্রিকেট ভক্তরা গুজবের ভরে উঠছেন শেষ ওভার শেষ তিন ম্যাচ ফিক্সিং হয়েছে. কথা শুধুমাত্র নিছক কল্পনায় ভিক্তি নেই। মুশফিকুর রহিম রিয়াদ ধৈর্য খেললে অবশ্যই ম্যাচ বের আনতে পারতেন।যাহোক মুল আলোচনায় আসা যাক,বাংলাদেশ ভারতের মধ্যকার খেলা খেলাধূলা বিষয়ক চ্যানেল ইএসপিএন কথা অস্ট্রেলিয়ান সাবেক অধিনায়ক ইয়ান চ্যাপেল,অন্যান্য সাবেক ক্রিকেটাররা যখনই ম্যাচ ফিক্সিয়ের অধিকতর তদন্তের কথা বলছেন ইয়ান চ্যাপেল বলছেন কথা, ইয়ানের মতে ম্যাচ ফিক্সিয়ের সম্ভাবনা বাংলাদেশ হেরেছে আম্পায়ারদের ভুলের কারণে। ইয়ান সাব্বির আউট ছিলো ওয়াইড বল ছিলো বলের রান যোগ হয়নি,স্কোরবোর্ডে বলটি অতিরিক্ত হিসেবে যোগ হয়েছ রান যোগ হয়নি.ইয়ান আরো দৃশ্যমান ভুল,অদৃশ্য ভুলের আম্পায়ারদের শাস্তি পেতে দৃশ্যমান ভুলের অবশ্যই আইসিসির / ধারায় শাস্তির ব্যাবস্থা আছে।বিষয়টি কতৃপক্ষ যথাযথ নিয়মে আইসিসির আবেদন অবশ্যই আম্পায়ার তিন নিষিদ্ধ ধরনের খেলা থেকে. কারন ছিলো বড় ম্যাচ ধরনের দৃশ্যমান ভুল অধিকার ম্যাচ পরিচালনাকারীদের।শুধু ইয়ান চ্যাপেল খেলোয়াড় বিষয়টি মুখ খুলেছেন অত্যন্ত দুঃখজনক সত্য বড় একটা ভুল হয়ে গেলো, তবুও মিডিয়াতে জোর আলোচনা হলোনা,ইয়ানের কথার সুত্র ধরেই বিদেশী মিডিয়া আবারো বিষয়টি কথা করেছেন। বিষয়টি অতি সুক্ষ্ম অতিদ্রুত বিষয়ে আইসিসির দৃষ্টি আকর্ষণ হোক,মামলা করলেই শাসন স্বরূপ নিষিদ্ধ তিন আম্পায়ার।বাংলাদেশ ভারতের মধ্যকার খেলার স্কোরবোর্ড আপনারা আরো দেখুন অতিসহজেই বিষয়টি পরিষ্কার অনুধাবন পারবেন। সূ্ত্র: বিডি২৪রিপোর্ট"
143,happy,"RadioFaysal. com . . # ""স্বামী স্ত্রী গরম জোকস!!! পড়লে চরম মিস"" বউঃ ওগো লুঙ্গিটা একটু খুলো.. , স্বামীঃ ( হাসি দিয়ে) করবা.....?? বউঃ মানে.....continue reading"
144,sad,দুঃখের বিশয় গাই মাতা ।একটাও লেংটা বাবা নাই।
145,angry,"একাত্তর টিভির মালিক শুয়রের বাচ্চা পৃথিবীর দেশে রাষ্ট্রধর্ম ইসলাম আছে, খুজে পায় না, কালেরকন্ঠ পাইলো কেমনে.... https://m.facebook.com/story.php?story_fbid=&id="
146,happy,নাইস
147,sad,"রাষ্ট্রধর্ম ইসলাম বহালে অসন্তুষ্ট দেশবাসী ___একাত্তর টিভি অতএব,একাত্তর টিভির মতে ৫ ভাগই দেশের জনগন। . অবিলম্বে ৭১টিভির লাইসেন্স বাতিল হক। ইসলাম বিদ্বেষী টিভি চ্যালেনের বিরুদ্ধে জনমত সৃষ্টি করুণ।"
148,happy,সাহস!!!! চালিয়ে যান।
149,angry,ইসলাম ধর্মের বিরুদ্ধে ষড়যন্ত্রের কারনে একাত্তর টিভির লাইসেন্স বাতিল হোক।
150,angry,টাকা পাইলে খানকীর ছেলেরা !
151,sad,৭১ টিভি ইসলামের বিরধিতা ৭১ দেকমুনা
152,sad,৭১ টিভি ইসলামের বিরধিতা ৭১ দেকমুনা
153,angry,৭১ টিভি বাকশাল নিয়ন্ত্রিত ভারতীয় টিভি চ্যানেল l বাংলাদেশ ৭১ টিভির সম্প্রচার বন্ধ
154,sad,একাত্তর টিভি বয়কট করেছি
155,sad,নাস্তিক একাত্তর টিভি বর্জন করুন
